ID,COURSEOVERGROUND,EVENTCERTAINTY,LATITUDE,LONGITUDE,POSITIONINTERPOLATED,SPEEDOVERGROUND,VESSEL_ID,Timestamp,DelSpeed,DelHeading,DelTime
177,119,0,54.36043333,9.868383333,FALSE,4.300000191,8,1398330658,0,0,1
178,183.3999939,0,57.70814,11.70247556,TRUE,0,8,1398330662,-4.300000191,64.3999939,4
179,299,0,54.3457851,9.915464405,TRUE,8.600000381,8,1398330663,8.600000381,115.6000061,1
180,246.3000031,0,57.69892019,11.668755,TRUE,3.700000048,8,1398330665,-4.900000333,-52.6999969,2
181,119,0,54.36034335,9.868672217,TRUE,4,8,1398330668,0.299999952,-127.3000031,3
182,246.3000031,0,57.69879333,11.66845167,FALSE,3.700000048,8,1398330671,-0.299999952,127.3000031,3
183,183.3999939,0,57.70814,11.70247611,TRUE,0,8,1398330672,-3.700000048,-62.9000092,1
184,299,0,54.34591902,9.914832858,TRUE,8.600000381,8,1398330673,8.600000381,115.6000061,1
185,348,3,56.037035,12.67147333,FALSE,11.60000038,8,1398330675,2.999999999,49,2
186,119,0,54.36025337,9.8689611,TRUE,4,8,1398330678,-7.60000038,-229,3
187,183.3999939,0,57.70814,11.70247667,TRUE,0,8,1398330682,-4,64.3999939,4
188,299,0,54.34605294,9.91420131,TRUE,8.600000381,8,1398330683,8.600000381,115.6000061,1
189,254.3000031,0,57.69873167,11.668105,FALSE,3,8,1398330685,-5.600000381,-44.6999969,2
190,119,0,54.36016339,9.869249983,TRUE,4,8,1398330688,1,-135.3000031,3
191,299,0,54.34616667,9.913665,FALSE,8.600000381,8,1398330692,4.600000381,180,4
192,299,1,54.34616667,9.913665,FALSE,8.600000381,8,1398330692,0,0,0
193,183.3999939,0,57.70814,11.70247722,TRUE,0,8,1398330692,-8.600000381,-115.6000061,0
194,244,0,57.69871575,11.66799643,TRUE,0,8,1398330695,0,60.6000061,3
195,119,0,54.36007341,9.869538866,TRUE,4,8,1398330698,4,-125,3
196,298,0,54.34633,9.913166667,FALSE,8.600000381,8,1398330702,4.600000381,179,4
197,298,1,54.34633,9.913166667,FALSE,8.600000381,8,1398330702,0,0,0
198,183.3999939,0,57.70814,11.70247778,TRUE,0,8,1398330702,-8.600000381,-114.6000061,0
199,244,0,57.69869984,11.66788786,TRUE,0,8,1398330705,0,60.6000061,3
200,119,0,54.35998343,9.869827749,TRUE,4,8,1398330708,4,-125,3
201,298,0,54.34649333,9.912333333,FALSE,8.699999809,8,1398330712,4.699999809,179,4
202,183.3999939,0,57.70814,11.70247833,FALSE,0,8,1398330712,-8.699999809,-114.6000061,0
203,348,3,56.03913,12.67071,FALSE,11.60000038,8,1398330714,11.60000038,164.6000061,2
204,244,0,57.69868392,11.66777928,TRUE,0,8,1398330715,-11.60000038,-104,1
205,119,0,54.35989345,9.870116633,TRUE,4,8,1398330718,4,-125,3
206,245.8000031,0,57.70803888,11.70203887,TRUE,10.30000019,8,1398330722,6.30000019,126.8000031,4
207,244,0,57.69866801,11.66767071,TRUE,0,8,1398330725,-10.30000019,-1.8000031,3
208,119,0,54.35980347,9.870405516,TRUE,4,8,1398330728,4,-125,3
209,119,0,54.3598,9.870416667,FALSE,4,8,1398330729,0,0,1
210,244,0,57.69865667,11.66759333,FALSE,0,8,1398330731,-4,125,2
211,298,0,54.34683333,9.911166667,FALSE,8.699999809,8,1398330732,8.699999809,54,1
212,298,1,54.34683333,9.911166667,FALSE,8.699999809,8,1398330732,0,0,0
213,245.8000031,0,57.70793777,11.7015994,TRUE,10.30000019,8,1398330732,1.600000381,-52.1999969,0
214,118,0,54.35971637,9.870679735,TRUE,3.700000048,8,1398330739,-6.600000142,-127.8000031,7
215,322.2999878,0,57.69865639,11.66759306,TRUE,0,8,1398330741,-3.700000048,204.2999878,2
216,245.8000031,0,57.70783665,11.70115993,TRUE,10.30000019,8,1398330742,10.30000019,-76.4999847,1
217,118,0,54.35963273,9.870942803,TRUE,3.700000048,8,1398330749,-6.600000142,-127.8000031,7
218,322.2999878,0,57.69865611,11.66759278,TRUE,0,8,1398330751,-3.700000048,204.2999878,2
219,298,0,54.34716667,9.91,FALSE,8.699999809,8,1398330752,8.699999809,-24.2999878,1
220,298,1,54.34716667,9.91,FALSE,8.699999809,8,1398330752,0,0,0
221,245.8000031,0,57.70773554,11.70072047,TRUE,10.30000019,8,1398330752,1.600000381,-52.1999969,0
222,349,2,56.041225,12.66993,FALSE,11.60000038,8,1398330755,1.30000019,103.1999969,3
223,349,2,56.041225,12.66993,FALSE,11.60000038,8,1398330755,0,0,0
224,118,0,54.3595491,9.871205871,TRUE,3.700000048,8,1398330759,-7.900000332,-231,4
225,322.2999878,0,57.69865583,11.6675925,TRUE,0,8,1398330761,-3.700000048,204.2999878,2
226,245.8000031,0,57.70763442,11.700281,TRUE,10.30000019,8,1398330762,10.30000019,-76.4999847,1
227,346,2,56.04185167,12.66968667,FALSE,11.5,8,1398330768,1.19999981,100.1999969,6
228,346,3,56.04185167,12.66968667,FALSE,11.5,8,1398330768,0,0,0
229,118,0,54.35946546,9.87146894,TRUE,3.700000048,8,1398330769,-7.799999952,-228,1
230,322.2999878,0,57.69865556,11.66759222,TRUE,0,8,1398330771,-3.700000048,204.2999878,2
231,245.8000031,0,57.70753333,11.69984167,FALSE,10.30000019,8,1398330772,10.30000019,-76.4999847,1
232,343,2,56.04235833,12.669415,FALSE,11.5,8,1398330778,1.19999981,97.1999969,6
233,343,2,56.04235833,12.669415,FALSE,11.5,8,1398330778,0,0,0
234,118,0,54.35938183,9.871732008,TRUE,3.700000048,8,1398330779,-7.799999952,-225,1
235,322.2999878,0,57.69865528,11.66759194,TRUE,0,8,1398330781,-3.700000048,204.2999878,2
236,244.6999969,0,57.70725333,11.69876167,FALSE,10.89999962,8,1398330784,10.89999962,-77.5999909,3
237,118,0,54.35929819,9.871995076,TRUE,3.700000048,8,1398330789,-7.199999572,-126.6999969,5
238,322.2999878,0,57.698655,11.66759167,FALSE,0,8,1398330791,-3.700000048,204.2999878,2
239,299,1,54.34799667,9.907666667,FALSE,8.199999809,8,1398330792,8.199999809,-23.2999878,1
240,241.8000031,0,57.7070154,11.69787446,TRUE,11.80000019,8,1398330794,3.600000381,-57.1999969,2
241,118,0,54.35921456,9.872258144,TRUE,3.700000048,8,1398330799,-8.100000142,-123.8000031,5
242,82.59999847,0,57.69865528,11.66759333,TRUE,0.100000001,8,1398330801,-3.600000047,-35.40000153,2
243,299,1,54.34817,9.907166667,FALSE,8,8,1398330804,7.899999999,216.4000015,3
244,241.8000031,0,57.70677748,11.69698724,TRUE,11.80000019,8,1398330804,3.80000019,-57.1999969,0
245,118,0,54.35913092,9.872521213,TRUE,3.700000048,8,1398330809,-8.100000142,-123.8000031,5
246,82.59999847,0,57.69865556,11.667595,TRUE,0.100000001,8,1398330811,-3.600000047,-35.40000153,2
247,241.8000031,0,57.70653955,11.69610003,TRUE,11.80000019,8,1398330814,11.70000019,159.2000046,3
248,341,2,56.04427,12.668255,FALSE,11.5,8,1398330815,-0.30000019,99.1999969,1
249,341,2,56.04427,12.668255,FALSE,11.5,8,1398330815,0,0,0
250,118,0,54.35904729,9.872784281,TRUE,3.700000048,8,1398330819,-7.799999952,-223,4
251,82.59999847,0,57.69865583,11.66759667,TRUE,0.100000001,8,1398330821,-3.600000047,-35.40000153,2
252,298,1,54.34850333,9.906166667,FALSE,7.800000191,8,1398330822,7.70000019,215.4000015,1
253,241.8000031,0,57.70630162,11.69521282,TRUE,11.80000019,8,1398330824,3.999999999,-56.1999969,2
254,334,1,56.04485333,12.66781333,FALSE,11.39999962,8,1398330828,-0.40000057,92.1999969,4
255,334,2,56.04485333,12.66781333,FALSE,11.39999962,8,1398330828,0,0,0
256,118,0,54.35896366,9.873047349,TRUE,3.700000048,8,1398330829,-7.699999572,-216,1
257,82.59999847,0,57.69865611,11.66759833,TRUE,0.100000001,8,1398330831,-3.600000047,-35.40000153,2
258,241.8000031,0,57.70612833,11.69456667,FALSE,11.80000019,8,1398330832,11.70000019,159.2000046,1
259,118,0,54.35888333,9.8733,FALSE,3.700000048,8,1398330838,-8.100000142,-123.8000031,6
260,82.59999847,0,57.69865639,11.6676,TRUE,0.100000001,8,1398330841,-3.600000047,-35.40000153,3
261,232.8000031,0,57.70581056,11.69372306,TRUE,12.10000038,8,1398330842,12.00000038,150.2000046,1
262,82.59999847,0,57.69865667,11.66760167,FALSE,0.100000001,8,1398330851,-12.00000038,-150.2000046,9
263,232.8000031,0,57.70549279,11.69287945,TRUE,12.10000038,8,1398330852,12.00000038,150.2000046,1
264,334,1,56.04616,12.66658667,FALSE,11.5,8,1398330855,-0.60000038,101.1999969,3
265,334,2,56.04616,12.66658667,FALSE,11.5,8,1398330855,0,0,0
266,118,0,54.35871667,9.873833333,FALSE,3.599999905,8,1398330858,-7.900000095,-216,3
267,259.8999939,0,57.69865946,11.66760641,TRUE,0,8,1398330861,-3.599999905,141.8999939,3
268,232.8000031,0,57.70517502,11.69203584,TRUE,12.10000038,8,1398330862,12.10000038,-27.0999908,1
269,259.8999939,0,57.69866225,11.66761116,TRUE,0,8,1398330871,-12.10000038,27.0999908,9
270,232.8000031,0,57.70485725,11.69119223,TRUE,12.10000038,8,1398330872,12.10000038,-27.0999908,1
271,334,1,56.04711833,12.66575333,FALSE,11.5,8,1398330875,-0.60000038,101.1999969,3
272,334,1,56.04711833,12.66575333,FALSE,11.5,8,1398330875,0,0,0
273,119,0,54.35856667,9.874333333,FALSE,3.5,8,1398330877,-8,-215,2
274,259.8999939,0,57.69866504,11.66761591,TRUE,0,8,1398330881,-3.5,140.8999939,4
275,232.8000031,0,57.70453948,11.69034862,TRUE,12.10000038,8,1398330882,12.10000038,-27.0999908,1
